year,table_label,country,broadcaster,channel_s,commentator_s,broadcaster_8,broadcaster_21,show_s,country_territory,ref_s
1965,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Beograd,,NA,NA,NA,NA,NA
1965,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Ljubljana,,NA,NA,NA,NA,NA
1965,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Zagreb,,NA,NA,NA,NA,NA
1965,broadcasts | Broadcasts [2],Czechoslovakia,ČST,ČST,,NA,NA,NA,NA,NA
1965,broadcasts | Broadcasts [2],East Germany,DFF,DFF,,NA,NA,NA,NA,NA
1965,broadcasts | Broadcasts [2],Hungary,MTV,MTV,,NA,NA,NA,NA,NA
1965,broadcasts | Broadcasts [2],Malta,MBA,MTV,Victor Aquilina,NA,NA,NA,NA,NA
1965,broadcasts | Broadcasts [2],Poland,TP,TV Polska,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Austria,ORF,ORF,Hans-Joachim Rauschenbach,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Belgium,RTB,"RTB, Premier Programme",,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Belgium,BRT,BRT,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Denmark,DR,DR TV,Skat Nørrevig,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Finland,YLE,"TV-ohjelma 1, Yleisohjelma",Aarno Walli,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Finland,YLE,Ruotsinkielinen ula-ohjelma,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],France,ORTF,Première Chaîne,François Deguelt,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],France,ORTF,France Inter,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Germany,ARD,Deutsches Fernsehen,Hans-Joachim Rauschenbach,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Ireland,RÉ,Telefís Éireann,Brendan O'Reilly,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Ireland,RÉ,Radió Éireann,Kevin Roche,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Italy,RAI,Secondo Programma TV,Renato Tagliani,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Luxembourg,CLT,"Télé-Luxembourg, Radio Luxembourg",,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Netherlands,NTS,Nederland 1,Teddy Scholten,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Netherlands,KRO,Hilversum 1,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Norway,NRK,"NRK Fjernsynet, NRK",Sverre Christophersen,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Portugal,RTP,RTP,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Spain,TVE,TVE,Federico Gallo,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Spain,RNE,Radio Peninsular de Barcelona,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Sweden,SR,"Sveriges TV, SR P1",Sven Lindahl,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,Hans-Joachim Rauschenbach,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Switzerland,SRG SSR,"TSR, Radio Sottens",,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,David Jacobs,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],United Kingdom,BFBS,BFBS Radio,Ian Fenner,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Beograd,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Ljubljana,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Zagreb,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [2],Czechoslovakia,ČST,ČST,Vladimír Dvořák,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [2],Hungary,MTV,MTV,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [2],Poland,TP,TV Polska,,NA,NA,NA,NA,NA
1966,broadcasts | Broadcasts [2],Romania,TVR,TVR,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Austria,ORF,FS1,Emil Kollpacher,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Belgium,BRT,BRT,Herman Verelst,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Belgium,RTB,RTB,Paule Herreman,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Belgium,RTB,RTB 3,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Finland,YLE,"TV-ohjelma 1, Yleisohjelma",Aarno Walli,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Finland,YLE,Ruotsinkielinen ulaohjelma,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],France,ORTF,"Première Chaîne, France Inter",Pierre Tchernia,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Germany,ARD,Deutsches Fernsehen,Hans-Joachim Rauschenbach,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ,Brendan O'Reilly,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio,Kevin Roche,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Italy,RAI,Secondo Programma TV,Renato Tagliani,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Luxembourg,CLT,Télé-Luxembourg,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Netherlands,NTS,Nederland 1,Leo Nelissen,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Netherlands,VARA,Hilversum 1,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Norway,NRK,"NRK Fjernsynet, NRK",Erik Diesen,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Portugal,RTP,RTP,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Spain,TVE,"TVE 1, TVE Canarias",Federico Gallo,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Spain,RNE,RNE,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Spain,RNE,Radio Peninsular de Barcelona,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Spain,Radio España,Radio España,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Sweden,SR,"Sveriges TV, SR P3",Christina Hansegård,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Switzerland,SRG SSR,"TSR, Radio Genève",Robert Burnier,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Switzerland,SRG SSR,Radio Bern,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,Rolf Harris,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],United Kingdom,BFBS,BFBS Radio,Thurston Holland,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Beograd,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Ljubljana,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Zagreb,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [2],Czechoslovakia,ČST,ČST,Vladimír Dvořák,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [2],Hungary,MTV,MTV,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [2],Poland,TP,TV Polska,,NA,NA,NA,NA,NA
1967,broadcasts | Broadcasts [2],Romania,TVR,TVR,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Austria,ORF,FS1,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Belgium,RTB,RTB,Paule Herreman,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Belgium,RTB,RTB 1,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Belgium,BRT,BRT,Herman Verelst,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Finland,YLE,TV-ohjelma 1,Aarno Walli,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Finland,YLE,Ruotsinkielinen ulaohjelma,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],France,ORTF,Deuxième Chaîne,Pierre Tchernia,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],France,ORTF,France Inter,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Germany,ARD,Deutsches Fernsehen,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ,Brendan O'Reilly,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio,Kevin Roche,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Italy,RAI,Secondo Programma TV,Renato Tagliani,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Luxembourg,CLT,Télé-Luxembourg,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Netherlands,NTS,Nederland 1,Elles Berger,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Norway,NRK,"NRK Fjernsynet, NRK",Roald Øyen,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Portugal,RTP,RTP,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Spain,TVE,"TVE 1, TVE Canarias",Federico Gallo,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Spain,RNE,Radio Peninsular de Barcelona,José María Íñigo,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Sweden,SR,Sveriges TV,Christina Hansegård,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,Theodor Haller [de; fr],NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR,Georges Hardy,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Switzerland,SRG SSR,Radio Beromünster,Albert Werner,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,No commentator,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],United Kingdom,BBC,"BBC Radio 1, BBC Radio 2",Pete Murray,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],United Kingdom,BFBS,BFBS Radio,Thurston Holland,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Beograd,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Ljubljana,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Zagreb,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [2],Czechoslovakia,ČST,ČST,Miroslav Horníček,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [2],Hungary,MTV,MTV,András Kalmár,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [2],Malta,MBA,"MTS, National Network",,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [2],Poland,TP,Telewizja Polska,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [2],Puerto Rico,WKAQ,WKAQ,,NA,NA,NA,NA,NA
1968,broadcasts | Broadcasts [2],Romania,TVR,TVR,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Belgium,BRT,BRT,Jan Theys,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Belgium,RTB,RTB,Paule Herreman,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Belgium,RTB,RTB 1,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Finland,YLE,"TV-ohjelma 1, Yleisohjelma",Aarno Walli,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Finland,YLE,Ruotsinkielinen ohjelma,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],France,ORTF,"Deuxième Chaîne, France Inter",Pierre Tchernia,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Germany,ARD,Deutsches Fernsehen,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ,Gay Byrne,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio,Kevin Roche,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Italy,RAI,Secondo Programma TV,Renato Tagliani,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Luxembourg,CLT,Télé-Luxembourg,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Netherlands,NTS,Nederland 1,Pim Jacobs,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Norway,NRK,"NRK Fjernsynet, NRK",Sverre Christophersen,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Portugal,RTP,"I Programa, II Programa",Henrique Mendes,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Spain,TVE,"TVE 1, TVE 2, TVE Canarias",José Luis Uribarri,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Spain,RNE,Radio Nacional,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Spain,Radio Juventud,Radio Juventud,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Spain,Radio Popular,Radio Popular,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Spain,Cadena SER,Cadena SER,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Sweden,SR,"Sveriges TV, SR P3",Christina Hansegård,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR,Georges Hardy,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,David Gell,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],United Kingdom,BBC,"BBC Radio 1, BBC Radio 2",Pete Murray,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],United Kingdom,BFBS,BFBS Radio,John Russell,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Beograd,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Ljubljana,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Zagreb,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Austria,ORF,FS1,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Brazil,Rede Tupi,TV Tupi Rio de Janeiro,Rubens Amaral,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Brazil,Rede Tupi,TV Tupi São Paulo,Rubens Amaral,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Brazil,Rede Tupi,TV Itacolomi,Rubens Amaral,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Brazil,Rede Tupi,TV Paraná,Rubens Amaral,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Brazil,Rede Tupi,TV Piratini,Rubens Amaral,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Brazil,Rede Tupi,TV Rádio Clube,Rubens Amaral,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Chile,TVU,Canal 9,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Colombia,Inravisión,Canal Nacional,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Costa Rica,Telecentro,Telecentro Canal 6,Roberto Giralt,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Costa Rica,Telenac,Telenac Canal 2,Roberto Giralt,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Czechoslovakia,ČST,ČST,,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Hungary,MTV,MTV,Klári Poór,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Malta,MBA,MTS,Victor Aquilina,NA,NA,NA,NA,NA
1969,broadcasts | Broadcasts [2],Romania,TVR,Programul 1,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Belgium,RTB,"RTB, RTB 1",,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Belgium,BRT,BRT,Jan Theys,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Belgium,BRT,BRT 2 Omroep Brabant,Rudi Sinia,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],France,ORTF,Deuxième Chaîne,Pierre Tchernia,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Germany,ARD,Deutsches Fernsehen,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Germany,AFN,AFN-TV,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ,Valerie McGovern,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio,Kevin Roche,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Italy,RAI,Secondo Programma TV,Renato Tagliani,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Luxembourg,CLT,Télé-Luxembourg,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Netherlands,NOS,Nederland 1,Pim Jacobs,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Spain,TVE,TVE 1,José Luis Uribarri,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Spain,RNE,RNE,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Spain,RNE,Centro Emisor del Atlántico,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Spain,RNE,Radio Peninsular de Barcelona,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Spain,Radio España,Radio España,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Spain,Radio Juventud,Radio Juventud,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Spain,REM,REM,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Spain,Cadena SER,Cadena SER,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR,Georges Hardy,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Switzerland,SRG SSR,Radio Beromünster,Albert Werner,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Switzerland,SRG SSR,Radio Genève,Robert Burnier,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,David Gell,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 1,Tony Brandon,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],United Kingdom,BFBS,BFBS Radio,John Russell,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Yugoslavia,JRT,"Televizija Beograd, Televizija Zagreb",Oliver Mlakar,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [1],Yugoslavia,JRT,Televizija Ljubljana,Sandi Čolnik,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Argentina,Canal 13,Canal 13,Cacho Fontana,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Austria,ORF,FS1,Ernst Grissemann,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Brazil,Rede Tupi,TV Brasília,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Brazil,Rede Tupi,TV Paraná,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Brazil,Rede Tupi,TV Rádio Clube,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Chile,TVN,TVN,Raúl Matas,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Czechoslovakia,ČST,ČST,Vladimír Dvořák and Ivan Úradníček,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Hungary,MTV,MTV,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Iceland,RÚV,Sjónvarpið,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Israel,IBA,Israeli Television,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Malta,MBA,MTS,Victor Aquilina,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Poland,TP,Telewizja Polska,,NA,NA,NA,NA,NA
1970,broadcasts | Broadcasts [2],Romania,TVR,Programul 1,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Austria,ORF,FS1,Ernst Grissemann,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Belgium,BRT,BRT,Anton Peters,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Belgium,BRT,BRT 2 Omroep Brabant,Fred Braeckman,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Belgium,RTB,RTB,Paule Herreman,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Belgium,RTB,RTB 1,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Finland,YLE,TV-ohjelma 1,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Finland,YLE,"Yleisohjelma , Ruotsinkielinen ohjelma",Matti Paalosmaa,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],France,ORTF,Deuxième Chaîne,Georges de Caunes,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Germany,ARD,Deutsches Fernsehen,Hanns Verres,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ,Noel Andrews,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio,Kevin Roche,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Italy,RAI,"Programma Nazionale TV, Secondo Programma",Renato Tagliani,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Luxembourg,CLT,Télé-Luxembourg,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Malta,MBA,"MTS, National Network",Victor Aquilina,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Netherlands,NOS,Nederland 1,Pim Jacobs,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Norway,NRK,"NRK Fjernsynet, NRK",Sverre Christophersen,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Portugal,RTP,I Programa,Henrique Mendes,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Portugal,ENR,Emissora Nacional Programa 1,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Spain,TVE,TVE 1,Joaquín Prat,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Spain,RNE,Radio Nacional,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Spain,RNE,Radio Peninsular de Barcelona,Ricardo Fernández Deu,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Spain,Cadena SER,Cadena SER,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Sweden,SR,TV1,Åke Strömmer,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Sweden,SR,SR P3,Ursula Richter,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,Theodor Haller,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR,Georges Hardy,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Switzerland,SRG SSR,Radio Beromünster,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,Dave Lee Travis,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 2,Terry Wogan,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],United Kingdom,BFBS,BFBS Radio,John Russell,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Beograd,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Ljubljana 1,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Skopje,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Zagreb,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [2],Australia,Network 7,Network 7,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [2],Czechoslovakia,ČST,I. program,Ivan Úradníček,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [2],Greece,EIRT,EIRT,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [2],Hungary,MTV,MTV,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [2],Iceland,RÚV,Sjónvarpið,Björn Matthíasson,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [2],Poland,TP,Telewizja Polska,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [2],Romania,TVR,Programul 1,,NA,NA,NA,NA,NA
1971,broadcasts | Broadcasts [2],United States,PBS,PBS,,NA,NA,NA,NA,NA
1972,broadcasts | Broadcasts [1],Austria,ORF,FS2,Ernst Grissemann,NA,NA,NA,NA,NA
1972,broadcasts | Broadcasts [1],Belgium,RTB,RTB,Paule Herreman,NA,NA,NA,NA,NA
1972,broadcasts | Broadcasts [1],Belgium,RTB,RTB 1,,NA,NA,NA,NA,NA
1972,broadcasts | Broadcasts [1],Belgium,BRT,BRT,,NA,NA,NA,NA,NA
1972,broadcasts | Broadcasts [1],Finland,YLE,TV-ohjelma 1,,NA,NA,NA,NA,NA
1972,broadcasts | Broadcasts [1],Finland,YLE,Yleisohjelma,Matti Paalosmaa,NA,NA,NA,NA,NA
1972,broadcasts | Broadcasts [1],Finland,YLE,Ruotsinkielinen ohjelma,Åke Grandell,NA,NA,NA,NA,NA
1972,broadcasts | Broadcasts [1],France,ORTF,Première Chaîne,Pierre Tchernia,NA,NA,NA,NA,NA
